layer_name,data_index,count_Model_1,count_Model_2,total_neurons_Model_1,total_neurons_Model_2,percentage_active_Model_1,percentage_active_Model_2,mean_Model_1,mean_Model_2,sum_Model_1,sum_Model_2,max_Model_1,max_Model_2,min_Model_1,min_Model_2,variance_Model_1,variance_Model_2,image_index
classifier 20-sigmoid,1107,1,1,1,1,100.0,100.0,0.36287251114845276,0.35750076174736023,0.36287251114845276,0.35750076174736023,0.36287251114845276,0.35750076174736023,0.36287251114845276,0.35750076174736023,,,1107
features 3-relu,1108,236823,213118,1605632,1605632,14.749519192442603,13.273153499681122,0.06750255078077316,0.06873048841953278,15986.1572265625,14647.7041015625,0.6752506494522095,0.6334151029586792,2.201646566390991e-06,6.705522537231445e-08,0.0029353180434554815,0.0027864903677254915,1108
features 7-relu,1108,64376,165885,802816,802816,8.018773915816327,20.662891621492346,0.05812746658921242,0.031497061252593994,3742.013916015625,5224.89013671875,0.7941426038742065,0.5573484897613525,6.537884473800659e-07,1.648440957069397e-07,0.008925878442823887,0.0019837007857859135,1108
features 11-relu,1108,6499,18713,401408,401408,1.6190509406887754,4.661840322066327,0.043057866394519806,0.03264489397406578,279.83306884765625,610.8839111328125,0.8924481272697449,0.530767560005188,2.5569461286067963e-06,3.0994415283203125e-06,0.005754147190600634,0.001339500304311514,1108
classifier 17-relu,1108,100,56,512,512,19.53125,10.9375,1.2450248003005981,0.8522962927818298,124.50248718261719,47.72859191894531,3.5799720287323,2.4974207878112793,0.01326751708984375,0.01921701431274414,0.780974268913269,0.3861371576786041,1108
classifier 20-sigmoid,1108,1,1,1,1,100.0,100.0,0.0016670996556058526,0.3610538840293884,0.0016670996556058526,0.3610538840293884,0.0016670996556058526,0.3610538840293884,0.0016670996556058526,0.3610538840293884,,,1108
features 3-relu,1110,397742,462019,1605632,1605632,24.771678691007654,28.77489985251913,0.06974422186613083,0.06274063885211945,27740.205078125,28987.3671875,0.5176839232444763,0.35543325543403625,4.842877388000488e-08,3.2782554626464844e-07,0.0027731871232390404,0.0018817149102687836,1110
features 7-relu,1110,109504,80997,802816,802816,13.639987244897958,10.089111328125,0.11392868310213089,0.02176617458462715,12475.646484375,1762.994873046875,0.6447963118553162,0.3010447323322296,1.430395059287548e-06,7.450580596923828e-09,0.01667824387550354,0.0007006045198068023,1110
features 11-relu,1110,1974,35615,401408,401408,0.4917689732142857,8.872518734056122,0.044047754257917404,0.028556084260344505,86.95026397705078,1017.0249633789062,0.6469377875328064,0.4771527349948883,2.9243528842926025e-07,1.219799742102623e-06,0.004478666000068188,0.000559949898160994,1110
classifier 17-relu,1110,115,63,512,512,22.4609375,12.3046875,0.38247811794281006,1.557533860206604,43.9849853515625,98.12462615966797,1.0327143669128418,5.095742702484131,0.00991736352443695,0.07456457614898682,0.07452747970819473,1.0180543661117554,1110
classifier 20-sigmoid,1110,1,1,1,1,100.0,100.0,0.3045094609260559,0.89072185754776,0.3045094609260559,0.89072185754776,0.3045094609260559,0.89072185754776,0.3045094609260559,0.89072185754776,,,1110
features 3-relu,1111,136318,151103,1605632,1605632,8.489990234375,9.410811443718112,0.06901750713586807,0.04890609532594681,9408.3291015625,7389.85791015625,0.9385913014411926,0.7069386839866638,1.2153759598731995e-07,2.775341272354126e-07,0.005948526319116354,0.002334306947886944,1111
features 7-relu,1111,89087,159516,802816,802816,11.096814213966837,19.869559151785715,0.04448571428656578,0.02731746807694435,3963.0986328125,4357.5732421875,0.6911551356315613,0.5797575116157532,7.450580596923828e-08,1.073349267244339e-07,0.003770246868953109,0.0014176775002852082,1111
features 11-relu,1111,6347,15399,401408,401408,1.581184231505102,3.836246412627551,0.07612545788288116,0.04521651938557625,483.16827392578125,696.2891845703125,0.8889528512954712,0.7578091025352478,2.9686838388442993e-05,2.300366759300232e-06,0.00727606238797307,0.003403007984161377,1111
classifier 17-relu,1111,66,28,512,512,12.890625,5.46875,1.1772820949554443,1.0462086200714111,77.70061492919922,29.293838500976562,5.532552719116211,2.671792507171631,0.012068413197994232,0.04135589301586151,1.3814074993133545,0.6684750318527222,1111
classifier 20-sigmoid,1111,1,1,1,1,100.0,100.0,0.11571203917264938,0.35388413071632385,0.11571203917264938,0.35388413071632385,0.11571203917264938,0.35388413071632385,0.11571203917264938,0.35388413071632385,,,1111
features 3-relu,1112,89237,123795,1605632,1605632,5.5577492227359695,7.710048130580358,0.06018976867198944,0.045494094491004944,5371.154296875,5631.94140625,0.9518954753875732,0.8317117094993591,2.7939677238464355e-08,3.2782554626464844e-07,0.005938980728387833,0.0027352001052349806,1112
features 7-relu,1112,108244,166076,802816,802816,13.483039700255103,20.686682876275512,0.03575717657804489,0.02118544839322567,3870.5,3518.39453125,0.6815133094787598,0.5491386651992798,5.713663995265961e-07,1.903099473565817e-07,0.0025804569013416767,0.0011577792465686798,1112
features 11-relu,1112,3827,22338,401408,401408,0.9533940529336735,5.564911511479592,0.04952927678823471,0.03694824501872063,189.5485382080078,825.349853515625,1.1727465391159058,0.601292610168457,9.589269757270813e-05,2.3469328880310059e-07,0.006633569486439228,0.0016358348075300455,1112
classifier 17-relu,1112,56,65,512,512,10.9375,12.6953125,0.49064725637435913,1.347737193107605,27.476245880126953,87.60292053222656,1.8156142234802246,4.104414939880371,0.007960634306073189,0.008635355159640312,0.21763059496879578,1.1113585233688354,1112
classifier 20-sigmoid,1112,1,1,1,1,100.0,100.0,0.47206446528434753,0.9445209503173828,0.47206446528434753,0.9445209503173828,0.47206446528434753,0.9445209503173828,0.47206446528434753,0.9445209503173828,,,1112
features 3-relu,1113,174617,259249,1605632,1605632,10.87528150908801,16.146227778220663,0.08457061648368835,0.06143452972173691,14767.466796875,15926.841796875,0.9542597532272339,0.842549741268158,6.067566573619843e-07,1.0728836059570312e-06,0.0062018949538469315,0.00271742045879364,1113
features 7-relu,1113,105366,146103,802816,802816,13.124551578443878,18.198815170599488,0.08101107180118561,0.023340674117207527,8535.8125,3410.142578125,1.1191060543060303,0.6065465807914734,7.683411240577698e-09,2.654996933415532e-07,0.01677056774497032,0.0014355381717905402,1113
features 11-relu,1113,3144,21355,401408,401408,0.7832429846938777,5.320023517219387,0.07567194849252701,0.036989618092775345,237.91259765625,789.913330078125,1.3925495147705078,0.7185891270637512,2.962350845336914e-05,2.16066837310791e-06,0.02185261994600296,0.0025084707885980606,1113
classifier 17-relu,1113,120,80,512,512,23.4375,15.625,0.8513365983963013,2.098346471786499,102.16038513183594,167.8677215576172,3.7133607864379883,5.548514366149902,0.0023687779903411865,0.01114681176841259,0.5069007277488708,1.6826523542404175,1113
classifier 20-sigmoid,1113,1,1,1,1,100.0,100.0,0.43205514550209045,0.9973957538604736,0.43205514550209045,0.9973957538604736,0.43205514550209045,0.9973957538604736,0.43205514550209045,0.9973957538604736,,,1113
features 3-relu,1114,97171,153300,1605632,1605632,6.051884865274235,9.547642299107142,0.045783739537000656,0.030386177822947502,4448.8515625,4658.201171875,1.0273646116256714,0.9535787105560303,1.6391277313232422e-07,5.112960934638977e-07,0.006167384330183268,0.0026392836589366198,1114
features 7-relu,1114,95894,151502,802816,802816,11.944704639668368,18.871322943239797,0.02496454492211342,0.021511832252144814,2393.9501953125,3259.085693359375,0.4725185036659241,0.5220563411712646,1.0093208402395248e-07,4.0978193283081055e-08,0.0007354748668149114,0.0012073160614818335,1114
features 11-relu,1114,3723,25445,401408,401408,0.9274852519132654,6.3389369419642865,0.036606840789318085,0.03027280606329441,136.28726196289062,770.2915649414062,0.498334676027298,0.3544224202632904,4.816800355911255e-06,7.82310962677002e-07,0.002447756240144372,0.0008762910729274154,1114
classifier 17-relu,1114,55,58,512,512,10.7421875,11.328125,0.4683816134929657,0.8943840265274048,25.760990142822266,51.87427520751953,1.9806911945343018,3.7463738918304443,0.011807173490524292,0.02387305535376072,0.137394517660141,0.5708069801330566,1114
classifier 20-sigmoid,1114,1,1,1,1,100.0,100.0,0.1926453858613968,0.7937120199203491,0.1926453858613968,0.7937120199203491,0.1926453858613968,0.7937120199203491,0.1926453858613968,0.7937120199203491,,,1114
features 3-relu,1115,178104,229550,1605632,1605632,11.09245455994898,14.296551139987246,0.03915367275476456,0.03372756764292717,6973.42578125,7742.1630859375,1.0447839498519897,0.844984769821167,1.862645149230957e-07,1.862645149230957e-08,0.003950041718780994,0.0018593731801956892,1115
features 7-relu,1115,95575,131451,802816,802816,11.904969507334185,16.373739437181122,0.03177929297089577,0.025985969230532646,3037.305908203125,3415.881591796875,0.43826043605804443,0.5154159069061279,4.917383193969727e-07,5.21540641784668e-08,0.0012611872516572475,0.0017081061378121376,1115
features 11-relu,1115,3187,28812,401408,401408,0.7939552774234695,7.177734375,0.048325199633836746,0.030437396839261055,154.0124053955078,876.9622192382812,0.7846968173980713,0.4830482006072998,4.2719766497612e-06,1.2759119272232056e-06,0.004727583844214678,0.0011233914410695434,1115
classifier 17-relu,1115,90,53,512,512,17.578125,10.3515625,0.5085507035255432,1.0029412508010864,45.769561767578125,53.1558837890625,1.7018096446990967,3.0340445041656494,0.0027365759015083313,0.030615821480751038,0.15664447844028473,0.5889459252357483,1115
classifier 20-sigmoid,1115,1,1,1,1,100.0,100.0,0.32907748222351074,0.7746903300285339,0.32907748222351074,0.7746903300285339,0.32907748222351074,0.7746903300285339,0.32907748222351074,0.7746903300285339,,,1115
features 3-relu,1117,154830,204733,1605632,1605632,9.642931879783163,12.75092922911352,0.06303738057613373,0.0487024188041687,9760.0771484375,9970.9921875,1.0575250387191772,1.0123958587646484,1.9045546650886536e-07,9.685754776000977e-08,0.007183861918747425,0.003905290039256215,1117
features 7-relu,1117,101290,164713,802816,802816,12.616838727678573,20.516905492665817,0.05034651607275009,0.032134100794792175,5099.5986328125,5292.904296875,0.5704001784324646,0.5705862045288086,1.0663643479347229e-07,3.8383586797863245e-07,0.005213005933910608,0.0026762052439153194,1117
features 11-relu,1117,4463,18107,401408,401408,1.1118363360969388,4.510871731505102,0.06816942244768143,0.0375145748257637,304.2401428222656,679.2763671875,0.9290144443511963,0.6058154702186584,5.718320608139038e-07,2.8312206268310547e-07,0.008335529826581478,0.002949844114482403,1117
classifier 17-relu,1117,69,56,512,512,13.4765625,10.9375,1.4457423686981201,1.0965840816497803,99.7562255859375,61.40870666503906,5.935609817504883,3.5274996757507324,0.01689469814300537,0.0008130073547363281,1.6102725267410278,0.8010189533233643,1117
classifier 20-sigmoid,1117,1,1,1,1,100.0,100.0,0.0012657486367970705,0.10698045790195465,0.0012657486367970705,0.10698045790195465,0.0012657486367970705,0.10698045790195465,0.0012657486367970705,0.10698045790195465,,,1117
features 3-relu,1120,238887,307126,1605632,1605632,14.878066705197703,19.1280442841199,0.06757216155529022,0.05467447638511658,16142.111328125,16791.953125,1.0500818490982056,1.002938985824585,4.023313522338867e-07,8.568167686462402e-08,0.0038120425306260586,0.002011503791436553,1120
features 7-relu,1120,106569,134353,802816,802816,13.274399115114797,16.735217036033163,0.08728144317865372,0.02520306035876274,9301.49609375,3386.106689453125,0.615736186504364,0.5363098978996277,1.651933416724205e-06,2.0419247448444366e-07,0.011704406701028347,0.0014202614547684789,1120
features 11-relu,1120,2851,26436,401408,401408,0.7102499202806123,6.585817920918367,0.061147257685661316,0.03451672941446304,174.33082580566406,912.4842529296875,1.1216938495635986,0.549778401851654,1.8365681171417236e-06,1.6186386346817017e-06,0.011065375059843063,0.001465938170440495,1120
classifier 17-relu,1120,92,75,512,512,17.96875,14.6484375,0.7654361128807068,1.563367247581482,70.42012023925781,117.2525405883789,2.29508900642395,4.22503137588501,0.003267943859100342,0.0356602817773819,0.35577258467674255,1.2668094635009766,1120
classifier 20-sigmoid,1120,1,1,1,1,100.0,100.0,0.3740587532520294,0.9787731766700745,0.3740587532520294,0.9787731766700745,0.3740587532520294,0.9787731766700745,0.3740587532520294,0.9787731766700745,,,1120
features 3-relu,1121,96577,137844,1605632,1605632,6.014890086894133,8.585030691964286,0.044857706874608994,0.03782600164413452,4332.22265625,5214.08740234375,0.7492674589157104,0.7235153913497925,1.0523945093154907e-07,3.7439167499542236e-07,0.0033692640718072653,0.001653425395488739,1121
features 7-relu,1121,82158,189252,802816,802816,10.23372727997449,23.573521205357142,0.024798596277832985,0.022343305870890617,2037.403076171875,4228.51513671875,0.48453718423843384,0.45845794677734375,2.7474015951156616e-08,2.3283064365386963e-08,0.001100865425541997,0.0008251860272139311,1121
features 11-relu,1121,6758,15001,401408,401408,1.683573820153061,3.7370954241071432,0.04386914148926735,0.032374847680330276,296.4676513671875,485.65509033203125,0.8350121378898621,0.48431333899497986,2.4097971618175507e-06,1.5003606677055359e-06,0.004038101993501186,0.0012430971255525947,1121
classifier 17-relu,1121,65,50,512,512,12.6953125,9.765625,1.5519156455993652,0.5078973174095154,100.87451934814453,25.394866943359375,4.340956211090088,1.8446743488311768,0.027269452810287476,0.006465189158916473,1.182902216911316,0.19097977876663208,1121
classifier 20-sigmoid,1121,1,1,1,1,100.0,100.0,0.0015628909459337592,0.35062718391418457,0.0015628909459337592,0.35062718391418457,0.0015628909459337592,0.35062718391418457,0.0015628909459337592,0.35062718391418457,,,1121
features 3-relu,1124,417613,573613,1605632,1605632,26.00925990513393,35.72506028778699,0.07814870774745941,0.06331615895032883,32635.916015625,36318.97265625,0.9818479418754578,0.4871646463871002,4.0046870708465576e-08,2.7567148208618164e-07,0.0033773123286664486,0.001697430619969964,1124
features 7-relu,1124,128047,80903,802816,802816,15.949731943558673,10.07740254304847,0.1598319411277771,0.03578624501824379,20466.0,2895.214599609375,0.9725549221038818,0.5013463497161865,1.4057441148906946e-06,5.587935447692871e-08,0.01891070418059826,0.0020210114307701588,1124
features 11-relu,1124,1798,27888,401408,401408,0.44792330994897955,6.947544642857142,0.09832066297531128,0.035325367003679276,176.7805633544922,985.15380859375,0.8281016945838928,0.6388258337974548,1.060590147972107e-05,1.1958181858062744e-06,0.016706744208931923,0.0017015032935887575,1124
classifier 17-relu,1124,86,49,512,512,16.796875,9.5703125,0.915315568447113,0.7565826773643494,78.7171401977539,37.07255172729492,2.7879507541656494,2.8136250972747803,0.004027172923088074,0.00030760467052459717,0.42141327261924744,0.46522367000579834,1124
classifier 20-sigmoid,1124,1,1,1,1,100.0,100.0,0.024346450343728065,0.6095854043960571,0.024346450343728065,0.6095854043960571,0.024346450343728065,0.6095854043960571,0.024346450343728065,0.6095854043960571,,,1124
features 3-relu,1125,45220,51028,1605632,1605632,2.8163364955357144,3.1780632174744894,0.07553273439407349,0.04933672025799751,3415.59033203125,2517.55419921875,0.8768662810325623,0.7954911589622498,1.0211952030658722e-06,1.2293457984924316e-06,0.013437924906611443,0.00529211713001132,1125
features 7-relu,1125,95943,192647,802816,802816,11.950808155293368,23.996407645089285,0.02423960343003273,0.019438069313764572,2325.6201171875,3744.685546875,0.5639651417732239,0.4256816506385803,6.373738870024681e-08,7.734342943876982e-08,0.0009742015972733498,0.0008081771666184068,1125
features 11-relu,1125,4810,18781,401408,401408,1.1982820471938775,4.678780691964286,0.039787955582141876,0.03191488981246948,191.38006591796875,599.3935546875,0.947452962398529,0.3569568693637848,9.685754776000977e-08,2.3655593395233154e-06,0.0030292554292827845,0.0009566533262841403,1125
classifier 17-relu,1125,41,43,512,512,8.0078125,8.3984375,0.608256995677948,0.6670607328414917,24.93853759765625,28.683612823486328,2.0871613025665283,1.846906304359436,0.005724087357521057,0.03803423419594765,0.25034064054489136,0.26373088359832764,1125
classifier 20-sigmoid,1125,1,1,1,1,100.0,100.0,0.2557109594345093,0.322393000125885,0.2557109594345093,0.322393000125885,0.2557109594345093,0.322393000125885,0.2557109594345093,0.322393000125885,,,1125
features 3-relu,1126,346450,461696,1605632,1605632,21.577173349808675,28.75478316326531,0.05558096244931221,0.04858195409178734,19256.0234375,22430.09375,0.7110459804534912,0.6662158966064453,3.4226104617118835e-07,4.284083843231201e-07,0.002107325941324234,0.0013137521455064416,1126
features 7-relu,1126,104854,102623,802816,802816,13.060776068239797,12.782879264987246,0.09344684332609177,0.033493369817733765,9798.275390625,3437.190185546875,0.649958074092865,0.530156672000885,1.1734664440155029e-07,5.94649463891983e-07,0.010993626900017262,0.001407698029652238,1126
features 11-relu,1126,3027,17416,401408,401408,0.7540955835459184,4.338727678571429,0.058239664882421494,0.03478498384356499,176.29147338867188,605.8152465820312,0.9001747369766235,0.6861785054206848,3.255833871662617e-05,1.339241862297058e-06,0.004636479541659355,0.0016270371852442622,1126
classifier 17-relu,1126,60,53,512,512,11.71875,10.3515625,0.5120270848274231,1.3269413709640503,30.721622467041016,70.32788848876953,1.8834391832351685,3.2164955139160156,0.030686303973197937,0.01871262863278389,0.16337570548057556,0.9433066248893738,1126
classifier 20-sigmoid,1126,1,1,1,1,100.0,100.0,0.26886945962905884,0.058259040117263794,0.26886945962905884,0.058259040117263794,0.26886945962905884,0.058259040117263794,0.26886945962905884,0.058259040117263794,,,1126
features 3-relu,1127,113606,152013,1605632,1605632,7.075469347895408,9.467486945950256,0.051308151334524155,0.04412900283932686,5828.9140625,6708.18212890625,0.7834331393241882,0.6192280054092407,7.255002856254578e-07,6.705522537231445e-08,0.003365496639162302,0.0019938128534704447,1127
features 7-relu,1127,78551,194508,802816,802816,9.78443379304847,24.22821667729592,0.029394449666142464,0.027663977816700935,2308.96337890625,5380.865234375,0.6261274218559265,0.5326143503189087,5.722977221012115e-07,5.6694261729717255e-08,0.0021052572410553694,0.0011622908059507608,1127
features 11-relu,1127,7194,13228,401408,401408,1.792191485969388,3.2954001913265305,0.05255258455872536,0.03340762108564377,378.06329345703125,441.916015625,0.8509878516197205,0.45738837122917175,4.973262548446655e-07,7.655471563339233e-07,0.0042728278785943985,0.0013659201795235276,1127
classifier 17-relu,1127,52,63,512,512,10.15625,12.3046875,0.923465371131897,0.8105595111846924,48.020198822021484,51.06524658203125,2.7510416507720947,2.8124358654022217,0.010438814759254456,0.016757801175117493,0.505139172077179,0.3911114037036896,1127
classifier 20-sigmoid,1127,1,1,1,1,100.0,100.0,0.07083874195814133,0.12857946753501892,0.07083874195814133,0.12857946753501892,0.07083874195814133,0.12857946753501892,0.07083874195814133,0.12857946753501892,,,1127
features 3-relu,1128,117757,150285,1605632,1605632,7.333996831154336,9.359865772480868,0.09543146938085556,0.06626942753791809,11237.7236328125,9959.30078125,0.9228739738464355,0.8643603324890137,7.972121238708496e-07,1.0570511221885681e-06,0.01117969211190939,0.0048642768524587154,1128
features 7-relu,1128,92025,186542,802816,802816,11.462776028380102,23.23595942283163,0.060095515102148056,0.039640847593545914,5530.28955078125,7394.6826171875,1.0627166032791138,0.9609333872795105,2.8312206268310547e-07,3.3527612686157227e-08,0.011548367328941822,0.004195198882371187,1128
features 11-relu,1128,6164,13320,401408,401408,1.5355947066326532,3.318319515306122,0.1431945115327835,0.043365560472011566,882.6509399414062,577.6292724609375,1.6961708068847656,0.7783777713775635,2.2165477275848389e-07,7.742084562778473e-06,0.04266589507460594,0.004686564207077026,1128
classifier 17-relu,1128,73,63,512,512,14.2578125,12.3046875,3.870906352996826,1.2556802034378052,282.576171875,79.10784912109375,11.147024154663086,3.2320404052734375,0.12387460470199585,0.06473556905984879,8.568024635314941,0.5880494713783264,1128
classifier 20-sigmoid,1128,1,1,1,1,100.0,100.0,0.0018033792730420828,0.8138754963874817,0.0018033792730420828,0.8138754963874817,0.0018033792730420828,0.8138754963874817,0.0018033792730420828,0.8138754963874817,,,1128
features 3-relu,1130,114246,143254,1605632,1605632,7.115329041772959,8.92196966677296,0.07781859487295151,0.05631966516375542,8890.462890625,8068.017578125,1.0558860301971436,1.007939338684082,1.4901161193847656e-08,2.4586915969848633e-07,0.015978978946805,0.005288777872920036,1130
features 7-relu,1130,84603,181165,802816,802816,10.538280253507654,22.566192004145407,0.04408963769674301,0.035818520933389664,3730.11572265625,6489.06201171875,1.4157607555389404,0.7249698042869568,2.732849679887295e-07,1.0058283805847168e-07,0.0052010067738592625,0.002868501003831625,1130
features 11-relu,1130,6563,14352,401408,401408,1.6349948182397962,3.5754145408163267,0.058061253279447556,0.04991346597671509,381.0559997558594,716.3580322265625,1.0576753616333008,0.6253939867019653,6.450340151786804e-06,2.3052096366882324e-05,0.007330328691750765,0.0047018094919621944,1130
classifier 17-relu,1130,49,19,512,512,9.5703125,3.7109375,1.0247172117233276,0.6419959664344788,50.211143493652344,12.19792366027832,4.130691051483154,1.5647742748260498,0.05698440223932266,0.09964579343795776,0.653243362903595,0.19084225594997406,1130
classifier 20-sigmoid,1130,1,1,1,1,100.0,100.0,0.05726968124508858,0.4589693248271942,0.05726968124508858,0.4589693248271942,0.05726968124508858,0.4589693248271942,0.05726968124508858,0.4589693248271942,,,1130
features 3-relu,1131,188582,255701,1605632,1605632,11.74503248565051,15.925255600286988,0.05752729997038841,0.04744824767112732,10848.61328125,12132.564453125,0.889607310295105,0.8187534809112549,2.3096799850463867e-07,4.5821070671081543e-07,0.003507866058498621,0.0018313052132725716,1131
features 7-relu,1131,106425,138266,802816,802816,13.256462252869897,17.222626355229593,0.05955876037478447,0.025942249223589897,6338.54150390625,3586.930908203125,0.6391109824180603,0.5008996725082397,2.584420144557953e-07,1.6111880540847778e-07,0.0063628749921917915,0.0015124273486435413,1131
features 11-relu,1131,3604,21687,401408,401408,0.8978396045918368,5.402732382015306,0.06061992049217224,0.03632405027747154,218.47418212890625,787.7596435546875,1.0269575119018555,0.6165274381637573,8.655712008476257e-06,2.8926879167556763e-06,0.009409765712916851,0.001634566462598741,1131
classifier 17-relu,1131,78,50,512,512,15.234375,9.765625,0.9890591502189636,0.8664575219154358,77.14661407470703,43.3228759765625,3.3656442165374756,2.8135030269622803,0.004193931818008423,0.017281122505664825,0.7089740633964539,0.4416216313838959,1131
classifier 20-sigmoid,1131,1,1,1,1,100.0,100.0,0.03742319718003273,0.2216620296239853,0.03742319718003273,0.2216620296239853,0.03742319718003273,0.2216620296239853,0.03742319718003273,0.2216620296239853,,,1131
features 3-relu,1132,297322,370446,1605632,1605632,18.517443598533163,23.0716627471301,0.06107192113995552,0.054375700652599335,18158.025390625,20143.26171875,0.47107481956481934,0.4501023292541504,1.1189840734004974e-06,2.9802322387695312e-08,0.002525540767237544,0.0016884056385606527,1132
features 7-relu,1132,98239,134974,802816,802816,12.236801458864797,16.812569754464285,0.094355508685112,0.02367330901324749,9269.390625,3195.28125,0.7664902210235596,0.47747305035591125,2.668239176273346e-07,1.5040859580039978e-07,0.013181266374886036,0.0008353231241926551,1132
features 11-relu,1132,4419,20878,401408,401408,1.1008749202806123,5.201191804846939,0.05092858150601387,0.029811054468154907,225.05340576171875,622.3952026367188,0.7554736137390137,0.5028109550476074,1.2357719242572784e-05,2.130866050720215e-06,0.0062743546441197395,0.0010371491080150008,1132
classifier 17-relu,1132,86,60,512,512,16.796875,11.71875,1.085735559463501,0.6152209639549255,93.37326049804688,36.91325759887695,3.5534932613372803,2.0511796474456787,0.007450655102729797,0.02049201726913452,0.5334044694900513,0.2582634687423706,1132
classifier 20-sigmoid,1132,1,1,1,1,100.0,100.0,0.002114315750077367,0.47946858406066895,0.002114315750077367,0.47946858406066895,0.002114315750077367,0.47946858406066895,0.002114315750077367,0.47946858406066895,,,1132
features 3-relu,1133,39722,83849,1605632,1605632,2.4739168128188775,5.222180424904336,0.05490703135728836,0.035504940897226334,2181.01708984375,2977.053955078125,1.0407391786575317,0.5715959072113037,2.4526380002498627e-06,4.172325134277344e-07,0.007258567493408918,0.0022255617659538984,1133
features 7-relu,1133,104745,187942,802816,802816,13.047198860012754,23.41034558354592,0.021349309012293816,0.017513476312160492,2236.2333984375,3291.517578125,0.4834105372428894,0.8219416737556458,2.691522240638733e-07,1.789303496479988e-07,0.0005651502287946641,0.0007077494519762695,1133
features 11-relu,1133,3723,21063,401408,401408,0.9274852519132654,5.247279575892857,0.03519842401146889,0.028275402262806892,131.04373168945312,595.5648193359375,0.726961076259613,0.6699237823486328,2.0269304513931274e-05,4.153698682785034e-06,0.003982841037213802,0.0008209535735659301,1133
classifier 17-relu,1133,80,58,512,512,15.625,11.328125,0.6788665056228638,0.853266179561615,54.30931854248047,49.489437103271484,2.6638121604919434,2.5661795139312744,0.0007352009415626526,0.002633526921272278,0.2590990364551544,0.3730870187282562,1133
classifier 20-sigmoid,1133,1,1,1,1,100.0,100.0,0.09072469174861908,0.6722859740257263,0.09072469174861908,0.6722859740257263,0.09072469174861908,0.6722859740257263,0.09072469174861908,0.6722859740257263,,,1133
features 3-relu,1134,151198,161386,1605632,1605632,9.416728117028061,10.051244618941327,0.057458069175481796,0.0464792475104332,8687.544921875,7501.10009765625,0.9814846515655518,0.8894892334938049,7.309718057513237e-07,2.1606683731079102e-07,0.0052157919853925705,0.0026714743580669165,1134
features 7-relu,1134,74060,162663,802816,802816,9.225027901785714,20.261554328762756,0.036564361304044724,0.018168166279792786,2707.95654296875,2955.28857421875,0.5413306355476379,0.4098600745201111,4.926114343106747e-07,1.3969838619232178e-07,0.0032288243528455496,0.000596649304497987,1134
features 11-relu,1134,5560,19463,401408,401408,1.385124362244898,4.8486826371173475,0.026779400184750557,0.027925506234169006,148.89346313476562,543.5140991210938,0.5627139806747437,0.3471817076206207,1.2293457984924316e-07,2.4177134037017822e-06,0.0016275522066280246,0.0008400277001783252,1134
classifier 17-relu,1134,98,65,512,512,19.140625,12.6953125,0.3675110936164856,0.7757968902587891,36.01608657836914,50.426795959472656,1.6509226560592651,2.7963407039642334,0.00015301629900932312,0.03817332535982132,0.09783738106489182,0.4318397641181946,1134
classifier 20-sigmoid,1134,1,1,1,1,100.0,100.0,0.1663789004087448,0.6848610043525696,0.1663789004087448,0.6848610043525696,0.1663789004087448,0.6848610043525696,0.1663789004087448,0.6848610043525696,,,1134
features 3-relu,1135,82915,108808,1605632,1605632,5.164010184151786,6.776646205357142,0.07206210494041443,0.05107058212161064,5975.029296875,5556.88818359375,0.8498893976211548,0.7765296101570129,4.7497451305389404e-07,1.8104910850524902e-06,0.0059316144324839115,0.002758435206487775,1135
features 7-relu,1135,100524,181936,802816,802816,12.521424585459185,22.66222895408163,0.03658674284815788,0.02031497098505497,3677.845703125,3696.0244140625,0.6584250330924988,0.5210196375846863,3.427267074584961e-07,1.9534491002559662e-07,0.003666776930913329,0.0008897337247617543,1135
features 11-relu,1135,5272,18565,401408,401408,1.3133769132653061,4.624970105229592,0.06552556157112122,0.031681377440690994,345.4507751464844,588.164794921875,0.8209761381149292,0.4866116940975189,8.299946784973145e-06,1.564621925354004e-06,0.006872754078358412,0.0011750970734283328,1135
classifier 17-relu,1135,60,45,512,512,11.71875,8.7890625,0.7205307483673096,0.5734680891036987,43.231842041015625,25.806062698364258,2.473562240600586,1.6876602172851562,0.0012839138507843018,0.015225868672132492,0.3698095977306366,0.23684395849704742,1135
classifier 20-sigmoid,1135,1,1,1,1,100.0,100.0,0.3052244782447815,0.35783448815345764,0.3052244782447815,0.35783448815345764,0.3052244782447815,0.35783448815345764,0.3052244782447815,0.35783448815345764,,,1135
features 3-relu,1136,139191,153600,1605632,1605632,8.668922891422195,9.566326530612244,0.055918723344802856,0.048736780881881714,7783.38330078125,7485.96923828125,0.8291283249855042,0.7688948512077332,8.745118975639343e-07,4.284083843231201e-07,0.006275962106883526,0.0027307055424898863,1136
features 7-relu,1136,70858,179526,802816,802816,8.82618183992347,22.362035634566325,0.035824812948703766,0.029155617579817772,2538.474609375,5234.19140625,0.7455741167068481,0.48250752687454224,4.6100467443466187e-08,1.3224780559539795e-07,0.003544650739058852,0.0014059259556233883,1136
features 11-relu,1136,8026,15293,401408,401408,1.999461894132653,3.8098393654336733,0.04846561700105667,0.03475545346736908,388.9850158691406,531.51513671875,0.7767730951309204,0.5489150285720825,5.710870027542114e-06,2.9336661100387573e-07,0.003686675103381276,0.0012605157680809498,1136
