rank,input_1_orig_prob,input_1_perturbed_prob,input_2_orig_prob,input_2_perturbed_prob,input_3_orig_prob,input_3_perturbed_prob,input_4_orig_prob,input_4_perturbed_prob,input_5_orig_prob,input_5_perturbed_prob,input_6_orig_prob,input_6_perturbed_prob,input_7_orig_prob,input_7_perturbed_prob,input_8_orig_prob,input_8_perturbed_prob,input_9_orig_prob,input_9_perturbed_prob,input_10_orig_prob,input_10_perturbed_prob,input_11_orig_prob,input_11_perturbed_prob,input_12_orig_prob,input_12_perturbed_prob,input_13_orig_prob,input_13_perturbed_prob,input_14_orig_prob,input_14_perturbed_prob,input_15_orig_prob,input_15_perturbed_prob,input_16_orig_prob,input_16_perturbed_prob,input_17_orig_prob,input_17_perturbed_prob,input_18_orig_prob,input_18_perturbed_prob,input_19_orig_prob,input_19_perturbed_prob,input_20_orig_prob,input_20_perturbed_prob,input_21_orig_prob,input_21_perturbed_prob,input_22_orig_prob,input_22_perturbed_prob,input_23_orig_prob,input_23_perturbed_prob,input_24_orig_prob,input_24_perturbed_prob,input_25_orig_prob,input_25_perturbed_prob
11,0.0015729191945865,0.0069657270796597,0.0012386885937303,0.0048712412826716,0.0049178451299667,0.0055449926294386,0.0017521706176921,0.0016472501447424,0.0001553990005049,0.0084487088024616,0.0008410109439864,0.0031292221974581,0.0015058838762342,0.0016070075798779,0.0010839102324098,0.0037090117111802,0.0033739760983735,0.0035718420986086,0.0127455545589327,0.0129310879856348,3.827497494057752e-05,6.755544018233195e-05,0.0005577118135988,0.0007177494117058,0.0019356579286977,0.0057492312043905,0.0005299153854139,0.0006739178788848,0.0002150505897589,0.0037175279576331,0.0016132381279021,0.0062428656965494,0.0170170255005359,0.0179720073938369,0.0003034465189557,0.0003161817439831,0.001670803874731,0.0079408967867493,0.0003969004319515,0.0023537864908576,0.0003003989695571,0.0039452570490539,0.0007964865653775,0.0072227870114147,0.0031029756646603,0.0065969424322247,2.399604682068457e-06,7.78184985392727e-05,0.0024339440278708,0.0179004333913326
12,0.0012975204735994,0.0064006876200437,0.0011166046606376,0.0043470575474202,0.0042519872076809,0.0045255962759256,0.0016239274991676,0.0014240473974496,0.0001486399705754,0.0066973757930099,0.0007324327016249,0.0030287175904959,0.0013366200728341,0.0014009980950504,0.0009677342022769,0.0035679563879966,0.0026802783831954,0.002944175619632,0.0098686702549457,0.012106530368328,3.61239435733296e-05,6.619738996960223e-05,0.0005446106079034,0.0006455849506892,0.0015943682519719,0.0057201194576919,0.000446736376034,0.0006367220776155,0.0001622523996047,0.0035281705204397,0.0015448526246473,0.004590745549649,0.0161935929208993,0.0170768741518259,0.0002977005497086,0.0002867657749447,0.0013068644329905,0.0075176376849412,0.000379247998353,0.0021430857013911,0.0002966535103041,0.0039040073752403,0.000644298212137,0.0066231237724423,0.0017808271804824,0.0036195798311382,1.543687858429621e-06,5.035430149291642e-05,0.0019275981467217,0.01564103923738
13,0.0012589114485308,0.0063920738175511,0.0009560239850543,0.0038506111595779,0.0033434152137488,0.0044034882448613,0.0014146623434498,0.001247233711183,0.0001389708777423,0.005959456320852,0.0006081741303205,0.0024600976612418,0.0012626944808289,0.0013651755871251,0.0009495714912191,0.0032701150048524,0.0026298437733203,0.0028474438004195,0.009711854159832,0.0119543755427002,3.595669477363117e-05,5.997707557980903e-05,0.0005125006427988,0.0006360818515531,0.0009960503084585,0.0035614136140793,0.0004106945416424,0.0004641130799427,0.0001602492848178,0.0031218712683767,0.0012320245150476,0.0035354432184249,0.013411664403975,0.012790803797543,0.0002218096342403,0.0002250813704449,0.0010793942492455,0.0070969914086163,0.0002714395814109,0.0015281030209735,0.0002773806918412,0.0033570823725312,0.0005845013656653,0.0047011673450469,0.0013052987633273,0.0027890061028301,1.216310920426622e-06,4.589233867591247e-05,0.0017407923005521,0.0150238331407308
14,0.0012528068618848,0.0050882659852504,0.0006817997200414,0.0027792260516434,0.0027786726132035,0.0034825187176465,0.0013218184467405,0.001235494739376,0.0001385579962516,0.0055560111068189,0.0005883955163881,0.0021791495382785,0.0012343726120889,0.0013105173129588,0.0006051913369446,0.0024936941917985,0.0018969912780448,0.0021106491331011,0.0096032861620187,0.0110122142359614,3.593866131268442e-05,5.982563379802741e-05,0.0004330790543463,0.0005228041554801,0.0009141761693172,0.0031789836939424,0.0003765888686757,0.0004480245115701,0.0001511588634457,0.0028046711813658,0.0009863709565252,0.0034095032606273,0.0089967148378491,0.0093251587823033,0.0002135314280167,0.0002182697644457,0.001025048084557,0.0058347205631434,0.0002014923957176,0.0012164210202172,0.0002301780768902,0.0030936507973819,0.0005627655191347,0.0046552815474569,0.0011803023517131,0.0024288985878229,1.1914028164028425e-06,4.424785220180638e-05,0.0015075664268806,0.0110067864879965
15,0.0011857650242745,0.0049282698892056,0.0006805719458498,0.0024130037054419,0.0022807004861533,0.0025569885037839,0.0013104929821565,0.0011845375411212,0.000107029096398,0.0053937467746436,0.0004736180417239,0.00130629632622,0.0012319205561652,0.0012844981392845,0.00054902973352,0.0024698229972273,0.0018866568570956,0.0020578233525156,0.0092019373551011,0.0103427097201347,3.537099473760463e-05,5.205877096159384e-05,0.0003493774565868,0.000422011129558,0.0008317360188812,0.0031638913787901,0.0003526824293658,0.0004444778023753,0.0001173055206891,0.0026253163814544,0.0009261087980121,0.0033680112101137,0.0086856456473469,0.008619338274002,0.0001647728204261,0.0001764771004673,0.0008337341132573,0.0036092489026486,0.000166302837897,0.001115933409892,0.000220640329644,0.0030281369108706,0.0004149580199737,0.0045229960232973,0.0010795166017487,0.0022220676764845,1.0474560667717014e-06,4.0437789721181616e-05,0.0014427463756874,0.0094269569963216
16,0.0011459721717983,0.0039823888801038,0.0005984430899843,0.0023832453880459,0.0018317048670724,0.0023527927696704,0.0012552089756354,0.0011101582786068,9.220933861797675e-05,0.0051105259917676,0.0004207058227621,0.0010831869440153,0.0010835918365046,0.0011308952234685,0.0004696548276115,0.0020691181998699,0.0017716927686706,0.0019652766641229,0.0087602091953158,0.0102334795519709,2.834524821082596e-05,4.78947076771874e-05,0.000309396389639,0.000413479458075,0.0008002916583791,0.0030907299369573,0.0003299447416793,0.0004339173610787,9.97097376966849e-05,0.0020426902920007,0.0008684750646352,0.0030573201365768,0.0086187776178121,0.0085092978551983,0.0001640421833144,0.0001693984522717,0.0007945484830997,0.0036031065974384,0.0001610221370356,0.0008854826446622,0.0002190368977608,0.0026536376681178,0.0003869291685987,0.004102574661374,0.000951213936787,0.0018975598504766,1.0150909020012475e-06,3.632904554251581e-05,0.0013615299249067,0.0091754989698529
17,0.001096200547181,0.0036419378593564,0.0005864602862857,0.0023746876977384,0.0017956993542611,0.0022634055931121,0.0009214904857799,0.0008699989411979,8.522970165358856e-05,0.004878684412688,0.0003168454568367,0.0010523688979446,0.0010798162547871,0.0010897122556343,0.0004609843890648,0.0016527817351743,0.0016381259774789,0.0017899270169436,0.0073568057268857,0.010137403383851,2.6498119041207246e-05,4.30952241003979e-05,0.000292999058729,0.000349219830241,0.0006889056530781,0.0030516730621457,0.0003041049058083,0.0004315572150517,9.662475349614395e-05,0.0019591080490499,0.0006323318229988,0.0025720014236867,0.0083383787423372,0.0080287680029869,0.0001440599298803,0.0001595563662704,0.0006287721917033,0.0034217203501611,0.0001581032847752,0.0007795152487233,0.0002130781504092,0.0026161218993365,0.0003788898175116,0.0035619386471807,0.0008217527647502,0.0016972461016848,7.933593337838829e-07,2.726405546127353e-05,0.0010982222156599,0.0088073359802365
18,0.0007470058044418,0.0029231184162199,0.0004249222401995,0.0016103759407997,0.0017122562276199,0.0020328662358224,0.0008377585327252,0.0008256867295131,7.325443584704772e-05,0.0045211599208414,0.0003005651233252,0.0010355091653764,0.0008801411022432,0.0009428451885469,0.000385866878787,0.0010924657108262,0.0014966974267736,0.0016581136733293,0.0061501483432948,0.0100121730938553,2.5428927983739413e-05,3.59694822691381e-05,0.0002414768969174,0.0002411820314591,0.0006641374202445,0.0027306305710226,0.0002927048190031,0.0004290371725801,7.572369213448837e-05,0.0019213618943467,0.0005228350055404,0.0016720267012715,0.0048588700592517,0.0048527955077588,0.0001147145812865,0.0001226676686201,0.0005356572801247,0.0030844321008771,0.0001361992181045,0.0007483553490601,0.000212432918488,0.0025580578949302,0.0003468946379143,0.0033118256833404,0.0005219808081164,0.0010718054836615,6.870394031466276e-07,2.6928746592602693e-05,0.0009140356560237,0.0063985153101384
19,0.0007197310915216,0.0027627693489193,0.0004093227616976,0.0015363867860287,0.0012313809711486,0.0016033962601795,0.0006743491976521,0.0006303582922555,6.883461901452392e-05,0.0043899887241423,0.0002272240672027,0.0009354965295642,0.0007541999220848,0.0008112206705845,0.0002292294084327,0.0010069450363516,0.0010887169046327,0.0011514415964484,0.0057457429356873,0.0060273176059126,2.288242285430897e-05,2.7655456506181508e-05,0.0002303046203451,0.0002265587536385,0.0006203342345543,0.0023306880611926,0.0002884181740228,0.0003858545969706,7.16571812517941e-05,0.0015156104927882,0.0005195257253944,0.0015075281262397,0.0046809678897261,0.0047110822051763,0.0001128220901591,0.0001058377456502,0.0005325786187313,0.0029439236968755,0.0001342962495982,0.0007341979653574,0.0001926976983668,0.002468631369993,0.0002983377198688,0.0028699317481368,0.0003787288733292,0.0007267894106917,6.494679496427125e-07,2.151230182789732e-05,0.0008533783839084,0.0053936010226607
20,0.0005827753921039,0.0024255793541669,0.0003867016930598,0.0015263420064002,0.0011819869978353,0.0014395988546311,0.0005471054464578,0.0004981563542969,6.69414657750167e-05,0.0033604782074689,0.0002088504406856,0.0008985598105937,0.0005553346709348,0.0005704907234758,0.0001770986127667,0.0009477478452026,0.0008038404630497,0.0009055385598912,0.0049849613569676,0.0060129296034574,1.823503953346517e-05,2.5635308702476323e-05,0.0001618463284103,0.0001698847918305,0.0006092734984122,0.0022047916427254,0.0002853158221114,0.0003590011619962,6.059923543944024e-05,0.0014566589379683,0.0003832328366115,0.0014657588908448,0.0044511831365525,0.0044541056267917,0.0001000992560875,9.649989806348458e-05,0.0004997405339963,0.0028396290726959,0.000125751728774,0.0006512131658382,0.0001620543189346,0.0023209496866911,0.0002575992548372,0.0027059195563197,0.0003570591798052,0.0006650417344644,5.481135190166242e-07,2.1237034161458723e-05,0.0006339484243653,0.0050996919162571
